Symbol,Date,Assets,Liabilities,Revenue,Earnings,EPS
CSCO,2016/7/30,1.22E+11,58066000000,49247000000,19396000000,2.13
CSRA,2015/4/3,2161282000,1094195000,4069746000,0,
CSRA,2016/4/1,4846300000,4781754000,4250447000,-73901000,0.54
CSX,2013/12/31,31782000000,21299000000,12026000000,9936000000,
CSX,2014/12/26,33053000000,21901000000,12669000000,10734000000,1.93
CSX,2015/12/25,34745000000,23093000000,11811000000,11238000000,2
CSX,2016/12/30,35414000000,23735000000,11069000000,11253000000,
CTAS,2013/5/31,4345632000,2144140000,4245964000,3717771000,2.53
CTAS,2014/5/31,4462452000,2269594000,4193844000,3998893000,3.08
CTAS,2015/5/31,4192460000,2260005000,4476886000,4227620000,3.68
CTAS,2016/5/31,4104393000,2261734000,4905458000,4805867000,6.3
CTL,2012/12/31,53940000000,34651000000,18376000000,1285000000,1.25
CTL,2013/12/31,51787000000,34596000000,18095000000,66000000,-0.4
CTL,2014/12/31,49103000000,34080000000,18031000000,147000000,1.36
CTL,2015/12/31,47604000000,33544000000,17900000000,272000000,1.58
CTSH,2012/12/31,6521571000,1667188000,7346472000,4633789000,3.49
CTSH,2013/12/31,8134718000,1998927000,8843200000,5862367000,4.07
CTSH,2014/12/31,11479000000,3738800000,10262700000,7301600000,2.37
CTSH,2015/12/31,13065400000,3787300000,12416000000,8925200000,2.67
CTXS,2013/12/31,5212249000,1892442000,2918434000,2903541000,1.82
CTXS,2014/12/31,5512007000,3338362000,3142856000,3155264000,1.48
CTXS,2015/12/31,5467517000,3494071000,3275594000,3474625000,2.01
CTXS,2016/12/31,6390227000,3781500000,3418265000,4010737000,
CVS,2013/12/31,71526000000,33588000000,1.27E+11,28493000000,3.77
CVS,2014/12/31,74187000000,36229000000,1.39E+11,31849000000,3.98
CVS,2015/12/31,92437000000,55241000000,1.53E+11,35506000000,4.66
CVS,2016/12/31,94462000000,57632000000,1.78E+11,38983000000,
CVX,2012/12/31,2.33E+11,96458000000,2.31E+11,1.60E+11,13.42
CVX,2013/12/31,2.54E+11,1.05E+11,2.20E+11,1.74E+11,11.18
CVX,2014/12/31,2.66E+11,1.11E+11,2.00E+11,1.85E+11,10.21
CVX,2015/12/31,2.66E+11,1.13E+11,1.30E+11,1.82E+11,2.46
CXO,2012/12/31,8589437000,5123241000,1819814000,1490563000,4.18
CXO,2013/12/31,9591164000,5833215000,2319919000,1741566000,2.39
CXO,2014/12/31,11751780000,6470992000,2660147000,2279741000,4.89
CXO,2015/12/31,12641876000,5699325000,1803573000,2345641000,0.54
D,2012/12/31,46838000000,36270000000,12835000000,5790000000,0.53
D,2013/12/31,50096000000,38454000000,13120000000,6183000000,2.93
D,2014/12/31,54327000000,42772000000,12436000000,6095000000,2.25
D,2015/12/31,58797000000,46133000000,11683000000,6458000000,3.21
DAL,2013/12/31,52252000000,40609000000,37773000000,3049000000,12.41
DAL,2014/12/31,54005000000,45192000000,40362000000,3456000000,0.79
DAL,2015/12/31,53134000000,42284000000,40704000000,5562000000,5.68
DAL,2016/12/31,51261000000,38974000000,39639000000,7903000000,
DD,2013/12/31,51499000000,35270000000,28998000000,16784000000,5.22
DD,2014/12/31,50490000000,37170000000,28406000000,16894000000,3.95
DD,2015/12/31,41166000000,31173000000,25130000000,14510000000,2.17
DD,2016/12/31,39964000000,29966000000,24594000000,14924000000,
DE,2013/10/31,59521300000,49255500000,37795400000,19645600000,9.18
DE,2014/10/31,61336400000,52273800000,36066900000,22004400000,8.71
DE,2015/10/31,57947600000,51204200000,28862800000,23144800000,
DE,2016/10/31,57981400000,51461400000,26644000000,23911300000,0.91
DFS,2012/11/30,75283000000,65505000000,8984000000,7373000000,4.47
DFS,2013/12/31,79340000000,68531000000,9370000000,9611000000,4.97
DFS,2014/12/31,83126000000,71992000000,9611000000,11467000000,4.91
DFS,2015/12/31,86936000000,75661000000,10002000000,13250000000,5.14
DG,2013/2/1,10367682000,5382352000,16022128000,1710732000,2.87
DG,2014/1/31,10867524000,5465331000,17504167000,2125453000,3.17
DG,2015/1/30,11208642000,5498604000,18909588000,2403045000,3.5
DG,2016/1/29,11257885000,5880009000,20368562000,2025545000,3.96
DGX,2012/12/31,9284000000,5121000000,7383000000,4690000000,3.49
DGX,2013/12/31,8948000000,5000000000,7146000000,5358000000,5.58
DGX,2014/12/31,9857000000,5556000000,7435000000,5723000000,3.83
DGX,2015/12/31,9962000000,5278000000,7493000000,6199000000,4.92
DHI,2013/9/30,8856400000,4797900000,6259300000,2145600000,1.44
DHI,2014/9/30,10185400000,5069600000,8024900000,2630500000,1.57
DHI,2015/9/30,11151000000,5256700000,10824000000,3289600000,2.05
DHI,2016/9/30,11558900000,4766400000,12157400000,4057200000,2.39
DHR,2012/12/31,32941000000,13924500000,18260400000,15379900000,3.45
DHR,2013/12/31,34672200000,12286900000,18283100000,18005300000,3.87
DHR,2014/12/31,36991700000,13613600000,19154000000,20323000000,3.7
DHR,2015/12/31,48222200000,24531900000,20563100000,21012300000,4.81
DIS,2013/9/28,81241000000,35812000000,45041000000,47758000000,3.42
DIS,2014/9/27,84141000000,39183000000,48813000000,53734000000,4.31
DIS,2015/10/3,88182000000,43657000000,52465000000,59028000000,4.95
DIS,2016/10/1,92033000000,48768000000,55632000000,66088000000,5.76
DISCA,2013/12/31,14979000000,8783000000,5535000000,2892000000,3.01
DISCA,2014/12/31,15970000000,10368000000,6265000000,3809000000,0.38
DISCA,2015/12/31,15864000000,10413000000,6394000000,4517000000,
DISCA,2016/12/31,15758000000,10591000000,6497000000,5232000000,
DISCK,2013/12/31,14979000000,8783000000,5535000000,2892000000,
DISCK,2014/12/31,15970000000,10368000000,6265000000,3809000000,
DISCK,2015/12/31,15864000000,10413000000,6394000000,4517000000,
DISCK,2016/12/31,15758000000,10591000000,6497000000,5232000000,
DLPH,2013/12/31,11047000000,8136000000,15051000000,1446000000,3.9
DLPH,2014/12/31,10721000000,8211000000,15499000000,1548000000,4.5
DLPH,2015/12/31,11973000000,9723000000,15165000000,1627000000,5.08
DLPH,2016/12/31,12292000000,9891000000,16661000000,1980000000,
DLR,2012/12/31,8819214000,5350909000,1279067000,0,1.48
DLR,2013/12/31,9626830000,6016314000,1482259000,0,2.12
DLR,2014/12/31,9526784000,5648528000,1616438000,0,1
DLR,2015/12/31,11451267000,6951135000,1763336000,0,1.56
DLTR,2013/2/2,2752000000,1084700000,7394500000,1666300000,2.7
DLTR,2014/2/1,2771900000,1601200000,7840300000,1174800000,2.74
DLTR,2015/1/31,3492700000,1707700000,8602200000,1774000000,2.91
DLTR,2016/1/30,15901200000,11494300000,15498400000,2056400000,1.27
DNB,2012/12/31,1991800000,3009200000,1663000000,2405500000,6.47
DNB,2013/12/31,1890300000,2938700000,1558400000,2600900000,6.61
DNB,2014/12/31,1986200000,3189500000,1584500000,2831100000,8.06
DNB,2015/12/31,2273600000,3390400000,1637100000,2932800000,4.68
DOV,2013/12/31,10855181000,5477785000,7155096000,7954536000,5.86
DOV,2014/12/31,9030291000,5329566000,7752728000,7074782000,4.65
DOV,2015/12/31,8606076000,4961501000,6956311000,7686642000,5.52
DOV,2016/12/31,10115991000,6316245000,6794342000,7927795000,
DPS,2013/12/31,8201000000,5924000000,5997000000,1393000000,3.08
DPS,2014/12/31,8265000000,5971000000,6121000000,1771000000,3.59
DPS,2015/12/31,8869000000,6686000000,6282000000,2165000000,4
DPS,2016/12/31,9791000000,7657000000,6440000000,2266000000,
DRI,2013/5/26,6936900000,4877400000,5921000000,998900000,3.19
DRI,2014/5/25,7082700000,4925800000,6285600000,995800000,2.18
DRI,2015/5/31,5994700000,3661200000,6764000000,1026000000,5.56
DRI,2016/5/29,4582600000,2630600000,6933500000,547500000,2.94
DUK,2012/12/31,1.14E+11,72993000000,17912000000,1889000000,0.21
DUK,2013/12/31,1.15E+11,73449000000,22756000000,2363000000,3.77
DUK,2014/12/31,1.21E+11,79682000000,23925000000,2012000000,2.66
DUK,2015/12/31,1.21E+11,81429000000,23459000000,2564000000,4.05
DVA,2012/12/31,16014633000,12251496000,8186280000,3731835000,5.58
DVA,2013/12/31,17098877000,12666398000,11764050000,3363989000,3.02
DVA,2014/12/31,17617432000,12446919000,12795106000,4087103000,3.41
DVA,2015/12/31,18514875000,13644095000,13781837000,4356835000,1.27
DVN,2013/12/31,42877000000,22378000000,10397000000,15410000000,-0.06
DVN,2014/12/31,50637000000,29098000000,20638000000,16631000000,3.93
DVN,2015/12/31,29451000000,22402000000,13145000000,1781000000,-35.55
DVN,2016/12/31,25913000000,19986000000,12197000000,-1646000000,
EA,2013/3/31,5070000000,2803000000,3797000000,21000000,0.32
EA,2014/3/31,5716000000,3294000000,3575000000,29000000,0.03
EA,2015/3/31,6147000000,3111000000,4515000000,904000000,2.81
EA,2016/3/31,7050000000,3654000000,4396000000,2060000000,3.73
EBAY,2013/12/31,41488000000,17841000000,8257000000,18854000000,2.2
EBAY,2014/12/31,45132000000,25226000000,8790000000,18900000000,0.04
EBAY,2015/12/31,17755000000,11179000000,8592000000,7713000000,1.43
EBAY,2016/12/31,23847000000,13308000000,8979000000,14959000000,
ECL,2012/12/31,17572300000,11495300000,11838700000,4020600000,2.41
ECL,2013/12/31,19636500000,12292200000,13253400000,4699000000,3.23
ECL,2014/12/31,19427400000,12111500000,14280500000,5555100000,4.01
ECL,2015/12/31,18641700000,11731800000,13545100000,6160300000,3.38
ED,2013/12/31,40647000000,28402000000,12354000000,0,3.62
ED,2014/12/31,44071000000,31495000000,12919000000,0,3.73
ED,2015/12/31,45642000000,32590000000,12554000000,0,4.07
ED,2016/12/31,48255000000,33957000000,12075000000,0,
EFX,2012/12/31,4520100000,2586900000,2073000000,3064600000,2.27
EFX,2013/12/31,4539900000,2239200000,2303900000,3309200000,2.9
EFX,2014/12/31,4661000000,2460900000,2436400000,3554800000,3.03
EFX,2015/12/31,4509000000,2198100000,2663600000,3834400000,3.61
EIX,2012/12/31,44394000000,34962000000,11862000000,7146000000,-0.56
EIX,2013/12/31,46646000000,36708000000,12581000000,7548000000,2.81
EIX,2014/12/31,49734000000,38774000000,13413000000,8573000000,4.95
EIX,2015/12/31,50310000000,38942000000,11524000000,8940000000,3.13
EL,2013/6/30,7145200000,3843300000,10181700000,5364100000,2.63
EL,2014/6/30,7868800000,3999400000,10968800000,6265800000,3.12
EL,2015/6/30,8226900000,4572600000,10780400000,7004100000,2.87
EL,2016/6/30,9223300000,5636000000,11262300000,7693300000,3.01
EMN,2012/12/31,11710000000,8767000000,8102000000,3038000000,3
EMN,2013/12/31,11845000000,8049000000,9350000000,4012000000,7.57
EMN,2014/12/31,16072000000,12562000000,9527000000,4545000000,5.03
EMN,2015/12/31,15611000000,11670000000,9648000000,5146000000,5.71
EMR,2013/9/30,24711000000,14126000000,24669000000,18930000000,2.78
EMR,2014/9/30,24177000000,14058000000,17733000000,19867000000,3.05
EMR,2015/9/30,22088000000,14007000000,16249000000,21308000000,4.01
EMR,2016/9/30,21743000000,14175000000,14522000000,21716000000,2.53
EOG,2012/12/31,27336578000,14051814000,11682636000,10175631000,2.13
EOG,2013/12/31,30574238000,15155779000,14487118000,12168277000,8.13
EOG,2014/12/31,34762687000,17050105000,18035340000,14763098000,5.36
EOG,2015/12/31,26975244000,14032209000,8757428000,9870816000,-8.29
EQIX,2012/12/31,6135797000,3822356000,1887376000,-131128000,3.01
EQIX,2013/12/31,7492359000,5033295000,2152766000,-36443000,1.92
EQIX,2014/12/31,7781978000,5511847000,2443776000,-720377000,-4.96
EQIX,2015/12/31,10356695000,7611309000,2725867000,-1576688000,3.25
EQR,2012/12/31,17201000000,9911187000,1747502000,887355000,2.729
EQR,2013/12/31,22834545000,12327344000,2387702000,2047258000,5.155
EQR,2014/12/31,22950614000,12582158000,2614748000,1950639000,1.736
EQR,2015/12/31,23157328000,12686960000,2744965000,2009091000,2.37
EQT,2013/12/31,9792053000,5757265000,1859177000,2567980000,2.59
EQT,2014/12/31,12035353000,7452538000,2388768000,2917129000,2.55
EQT,2015/12/31,13976172000,8898381000,1954000000,2982212000,0.56
EQT,2016/12/31,15472922000,9612641000,1857339000,2509073000,
ES,2012/12/31,28302824000,19065774000,6273787000,1802714000,1.9
ES,2013/12/31,27795537000,18184009000,7301204000,2125980000,2.49
ES,2014/12/31,29740387000,19763572000,7741856000,2448661000,2.59
ES,2015/12/31,30580309000,20228094000,7954827000,2797355000,2.77
ESS,2012/12/31,4847223000,3082419000,535153000,-444466000,3.42
ESS,2013/12/31,5186839000,3302220000,610590000,-474426000,4.06
ESS,2014/12/31,11526732000,5504060000,970938000,-650797000,
ESS,2015/12/31,12005091000,5767358000,1194407000,-797329000,3.5
ETFC,2012/12/31,47386739000,42482269000,1365000000,-2107720000,-0.39
ETFC,2013/12/31,46280000000,41424000000,1466000000,-2022000000,0.3
ETFC,2014/12/31,45530000000,40155000000,1665000000,-1729000000,1.02
ETFC,2015/12/31,45427000000,39628000000,1403000000,-1461000000,0.92
ETN,2012/12/31,35810000000,20632000000,16311000000,5805000000,3.54
ETN,2013/12/31,35491000000,18628000000,22046000000,6866000000,3.93
ETN,2014/12/31,33529000000,17690000000,22552000000,7078000000,3.78
ETN,2015/12/31,31031000000,15800000000,20855000000,7346000000,4.25
ETR,2012/12/31,43202502000,33911413000,10302079000,9704591000,4.77
ETR,2013/12/31,43406446000,33679980000,11390947000,9825053000,3.99
ETR,2014/12/31,46414455000,36312730000,12494921000,10169657000,5.24
ETR,2015/12/31,44647681000,35390890000,11513251000,9393913000,-0.99
EW,2012/12/31,2221500000,742200000,1899600000,1653900000,2.55
EW,2013/12/31,2709900000,1165500000,2045500000,2030800000,3.51
EW,2014/12/31,3523000000,1331600000,2322900000,2841900000,7.62
EW,2015/12/31,4059300000,1556200000,2493700000,3336800000,2.3
EXC,2013/12/31,79924000000,56999000000,24888000000,10358000000,0.6
EXC,2014/12/31,86416000000,63615000000,27429000000,10910000000,
EXC,2015/12/31,95384000000,69398000000,29447000000,12068000000,
EXC,2016/12/31,1.15E+11,89067000000,31360000000,12030000000,
EXPD,2012/12/31,2954125000,926426000,5992215000,2018618000,1.58
EXPD,2013/12/31,3014812000,930029000,6080257000,2087376000,1.69
EXPD,2014/12/31,2890905000,1022497000,6564721000,1903196000,1.92
EXPD,2015/12/31,2582438000,890445000,6616632000,1771379000,2.42
EXPE,2013/12/31,7739481000,5594017000,4771259000,-209218000,1.73
EXPE,2014/12/31,9020538000,7236271000,5763485000,0,3.09
EXPE,2015/12/31,15485675000,10621281000,6672317000,507666000,5.87
EXPE,2016/12/31,15777546000,11645245000,8773564000,129034000,
EXR,2012/12/31,3223477000,1731670000,409396000,-235064000,1.15
EXR,2013/12/31,3977140000,2218670000,520613000,-226002000,1.54
EXR,2014/12/31,4381987000,2644562000,647155000,-257738000,1.54
EXR,2015/12/31,6071407000,3982330000,782270000,-337566000,1.58
F,2013/12/31,2.02E+11,1.76E+11,1.47E+11,23386000000,1.82
F,2014/12/31,2.09E+11,1.84E+11,1.44E+11,9422000000,0.81
F,2015/12/31,2.25E+11,1.96E+11,1.50E+11,14414000000,1.86
F,2016/12/31,2.38E+11,2.09E+11,1.52E+11,15634000000,
FAST,2013/12/31,2075784000,303087000,3326106000,1688781000,1.51
FAST,2014/12/31,2359102000,443885000,3733507000,1886350000,1.67
FAST,2015/12/31,2532462000,731173000,3869187000,1842772000,1.77
FAST,2016/12/31,2668884000,735790000,3962036000,1940143000,
FB,2013/12/31,17895000000,2425000000,7872000000,3159000000,0.62
FB,2014/12/31,39966000000,3870000000,12466000000,6099000000,1.12
FB,2015/12/31,49407000000,5189000000,17928000000,9787000000,1.31
FB,2016/12/31,64961000000,5767000000,27638000000,21670000000,
FBHS,2012/12/31,3873900000,1492800000,3134800000,41000000,0.74
FBHS,2013/12/31,4178100000,1528700000,3703600000,200800000,1.39
FBHS,2014/12/31,4052900000,1793400000,4013600000,279500000,0.98
FBHS,2015/12/31,4878600000,2427700000,4579400000,501600000,1.97
FCX,2012/12/31,35440000000,17897000000,18010000000,2399000000,3.2
FCX,2013/12/31,63473000000,42539000000,20921000000,2742000000,2.65
FCX,2014/12/31,58674000000,40387000000,21438000000,128000000,-1.26
FCX,2015/12/31,46577000000,38749000000,15877000000,-12387000000,-11.31
FDX,2013/5/31,33567000000,16169000000,44287000000,18519000000,4.95
FDX,2014/5/31,33070000000,17793000000,45567000000,16229000000,6.82
FDX,2015/5/31,36531000000,21538000000,47453000000,16900000000,3.7
FDX,2016/5/31,46064000000,32280000000,50365000000,18371000000,6.59
FE,2012/12/31,50494000000,37410000000,15255000000,2888000000,1.85
FE,2013/12/31,50424000000,37732000000,14892000000,2590000000,0.94
FE,2014/12/31,51648000000,39228000000,15049000000,2285000000,
FE,2015/12/31,52187000000,39766000000,15026000000,2256000000,1.37
FFIV,2013/9/30,2230554000,691842000,1481314000,1283621000,3.53
FFIV,2014/9/30,2184950000,815640000,1732046000,1363141000,4.13
FFIV,2015/9/30,2312290000,995562000,1919823000,1321857000,5.07
FFIV,2016/9/30,2306323000,1121061000,1995034000,1185265000,5.43
FIS,2012/12/31,13549700000,6908800000,5795800000,2105800000,1.58
FIS,2013/12/31,13960100000,7379600000,6063400000,2341900000,1.7
FIS,2014/12/31,14520500000,7963800000,6413800000,2746800000,2.38
FIS,2015/12/31,26268800000,16947800000,6595200000,3072900000,2.22
FISV,2012/12/31,8497000000,5080000000,4436000000,5950000000,4.5
FISV,2013/12/31,9513000000,5928000000,4814000000,6598000000,2.47
FISV,2014/12/31,9308000000,6013000000,5066000000,7352000000,3.03
FISV,2015/12/31,9340000000,6680000000,5254000000,8064000000,3.04
FL,2013/2/2,3367000000,990000000,6182000000,0,2.62
FL,2014/2/1,3487000000,991000000,6505000000,0,2.89
FL,2015/1/31,3577000000,1081000000,7151000000,0,3.61
FL,2016/1/30,3775000000,1222000000,7412000000,0,3.89
FLIR,2012/12/31,2190655000,590754000,1405358000,1418814000,1.47
FLIR,2013/12/31,2343359000,729979000,1496372000,1544425000,1.24
FLIR,2014/12/31,2349311000,739538000,1530654000,1671786000,1.42
FLIR,2015/12/31,2406400000,756885000,1557067000,1773267000,1.73
FLR,2013/12/31,8323850000,4566863000,27351573000,4040664000,4.11
FLR,2014/12/31,8194429000,5083558000,21531577000,3593597000,3.24
FLR,2015/12/31,7625406000,4628059000,18114048000,3428732000,2.85
FLR,2016/12/31,9216417000,6091226000,19036525000,3582150000,
FLS,2013/12/31,5036733000,3166354000,4954619000,2985391000,3.43
FLS,2014/12/31,4968020000,3036458000,4877885000,3415738000,3.79
FLS,2015/12/31,4980657000,3314180000,4561030000,3587120000,2.01
FLS,2016/12/31,4742762000,3094528000,3991462000,3632163000,
FMC,2012/12/31,4373900000,2893600000,3409900000,2536500000,3.01
FMC,2013/12/31,5235200000,3715400000,3130700000,2757300000,2.16
FMC,2014/12/31,5326000000,3795500000,3258700000,2984500000,2.3
FMC,2015/12/31,6325900000,4460200000,3276500000,3385000000,3.66
FRT,2013/12/31,4219294000,2771134000,637413000,-623795000,2.47
FRT,2014/12/31,4546870000,2942469000,686090000,-683991000,2.42
FRT,2015/12/31,4896559000,3232810000,744012000,-724701000,3.04
FRT,2016/12/31,5423279000,3446546000,801591000,-749734000,
FSLR,2012/12/31,6348692000,2743166000,3368545000,1529733000,-1.11
FSLR,2013/12/31,6883502000,2380385000,3309616000,1882771000,3.77
FSLR,2014/12/31,6720991000,1729504000,3391187000,2243689000,3.97
FSLR,2015/12/31,7316331000,1767844000,3578995000,2790110000,5.42
FTR,2012/12/31,17733631000,13626035000,5011853000,63205000,0.14
FTR,2013/12/31,16635484000,12580003000,4762000000,76108000,0.11
FTR,2014/12/31,18810000000,15152000000,4772000000,109000000,0.13
FTR,2015/12/31,27084000000,21470000000,5576000000,-87000000,-0.29
GD,2013/12/31,35494000000,20993000000,30930000000,19428000000,6.72
GD,2014/12/31,35337000000,23508000000,30852000000,21127000000,7.56
GD,2015/12/31,31997000000,21259000000,31469000000,23204000000,9.23
GD,2016/12/31,32872000000,21896000000,31353000000,25227000000,
GGP,2012/12/31,27282405000,19660707000,2426301000,-2732787000,
GGP,2013/12/31,25762303000,17659182000,2486017000,-2915723000,
GGP,2014/12/31,25281632000,17675713000,2535559000,-2822740000,
GGP,2015/12/31,24073555000,15803512000,2403906000,-2141549000,
GILD,2012/12/31,21239838000,11937246000,9702000000,3704744000,1.71
GILD,2013/12/31,22579000000,11209000000,11202000000,6106000000,2.01
GILD,2014/12/31,34664000000,19238000000,24890000000,12732000000,7.95
GILD,2015/12/31,51839000000,33305000000,32639000000,18001000000,12.37
GIS,2013/5/26,22658000000,15985800000,17774100000,10702600000,2.86
GIS,2014/5/25,23145700000,16610900000,17909600000,11787200000,2.9
GIS,2015/5/31,21832000000,16835300000,17630300000,11990800000,2.02
GIS,2016/5/29,21712300000,16782100000,16563100000,12616500000,2.83
GLW,2013/12/31,28478000000,7316000000,7819000000,11320000000,1.35
GLW,2014/12/31,30063000000,8484000000,9715000000,13021000000,1.82
GLW,2015/12/31,28527000000,9739000000,9111000000,13832000000,1.02
GLW,2016/12/31,27899000000,10006000000,9390000000,16880000000,
GM,2013/12/31,1.66E+11,1.24E+11,1.55E+11,13816000000,2.71
GM,2014/12/31,1.78E+11,1.42E+11,1.56E+11,14577000000,1.75
GM,2015/12/31,1.94E+11,1.54E+11,1.52E+11,20285000000,6.11
GM,2016/12/31,2.22E+11,1.78E+11,1.66E+11,26168000000,
GPC,2012/12/31,6807061000,3809174000,13013868000,3344538000,4.17
GPC,2013/12/31,7680297000,4331223000,14077843000,3578021000,4.43
GPC,2014/12/31,8246238000,4944990000,15341647000,3841932000,4.64
GPC,2015/12/31,8144771000,4998204000,15280044000,3885751000,4.65
GPN,2013/5/31,3125056000,1978971000,2375923000,958751000,2.78
GPN,2014/5/31,4018650000,3021423000,2554236000,815980000,3.4
GPN,2015/5/31,5779301000,5021325000,2773718000,795226000,4.15
GPN,2016/5/31,10509952000,7763476000,2898150000,1015811000,2.05
GPS,2013/2/2,7470000000,4576000000,15651000000,13259000000,2.35
GPS,2014/2/1,7849000000,4787000000,16148000000,14218000000,2.78
GPS,2015/1/31,7690000000,4707000000,16435000000,2797000000,2.9
GPS,2016/1/30,7473000000,4928000000,15797000000,2440000000,2.24
GRMN,2012/12/29,4819124000,1287328000,2715675000,1604625000,2.78
GRMN,2013/12/28,4879603000,1219897000,2631851000,1865587000,3.13
GRMN,2014/12/27,4693303000,1289936000,2870658000,1859972000,1.89
GRMN,2015/12/26,4499391000,1154265000,2820270000,1930517000,2.39
GT,2013/12/31,17527000000,15921000000,19540000000,1958000000,2.44
GT,2014/12/31,18044000000,14434000000,18138000000,4331000000,9.13
GT,2015/12/31,16391000000,12471000000,16443000000,4570000000,1.14
GT,2016/12/31,16511000000,12004000000,15158000000,5808000000,
GWW,2012/12/31,5014598000,1990686000,8950045000,5278577000,9.71
GWW,2013/12/31,5266328000,2015890000,9437758000,5822612000,11.31
GWW,2014/12/31,5283049000,2073177000,9964953000,6335990000,11.59
GWW,2015/12/31,5857755000,3591121000,9973384000,6802130000,11.69
HAL,2013/12/31,29223000000,15642000000,29402000000,18842000000,2.37
HAL,2014/12/31,32165000000,15898000000,32870000000,21809000000,4.13
HAL,2015/12/31,36942000000,21480000000,23633000000,20524000000,-0.79
HAL,2016/12/31,27000000000,17591000000,15887000000,14141000000,
HAR,2013/6/30,3235685000,1590814000,4297842000,1827267000,
HAR,2014/6/30,4125590000,2333012000,5348483000,1979234000,
HAR,2015/6/30,5865900000,3491287000,6155297000,2229517000,
HAR,2016/6/30,6054042000,3601569000,6911676000,2490570000,
HAS,2012/12/31,4325387000,2818008000,4088983000,3354545000,
HAS,2013/12/29,4402267000,2719924000,4082157000,3432176000,2.2
HAS,2014/12/28,4518100000,3052436000,4277207000,3630072000,3.24
HAS,2015/12/27,4720717000,3056815000,4447509000,3852321000,3.61
HBAN,2012/12/31,56153185000,50362974000,3036584000,-1917933000,0.71
HBAN,2013/12/31,59467174000,53377021000,2872833000,-1479324000,0.73
HBAN,2014/12/31,66298010000,59969840000,2955641000,-1052324000,0.73
HBAN,2015/12/31,71044551000,64449945000,3153251000,-594067000,0.82
HBI,2013/12/28,4090048000,2859425000,4627802000,1181418000,3.31
HBI,2015/1/3,5208193000,3821421000,5324746000,1464427000,4.02
HBI,2016/1/2,5597590000,4321699000,5731549000,1389338000,1.07
HBI,2016/12/31,6907734000,5683820000,6028199000,1396116000,
HCA,2012/12/31,28075000000,37735000000,33013000000,-10960000000,3.65
HCA,2013/12/31,28831000000,37101000000,34182000000,-9403000000,3.5
HCA,2014/12/31,30980000000,38874000000,36918000000,-7575000000,4.3
HCA,2015/12/31,32744000000,40343000000,39678000000,-7338000000,5.14
HCN,2012/12/31,19549109000,9254308000,1765979000,-3694579000,0.99
HCN,2013/12/31,23083957000,11669374000,2847945000,-4600854000,0.28
HCN,2014/12/31,24962923000,11787770000,3305879000,-5635923000,1.46
HCN,2015/12/31,29023845000,14433285000,3775685000,-6846056000,2.35
HCP,2013/12/31,20075870000,9352570000,2013719000,0,2.13
HCP,2014/12/31,21331436000,10596139000,1563210000,0,2.01
HCP,2015/12/31,21449849000,12106206000,1828305000,0,-1.21
HCP,2016/12/31,15759265000,10211670000,2040486000,0,
HD,2013/2/3,41084000000,23307000000,74754000000,20038000000,3.03
HD,2014/2/2,40518000000,27996000000,78812000000,23180000000,3.78
HD,2015/2/1,39946000000,30624000000,83176000000,26995000000,4.74
HD,2016/1/31,42549000000,36233000000,88519000000,30973000000,5.49
HES,2012/12/31,43441000000,22351000000,12245000000,17717000000,5.98
HES,2013/12/31,42754000000,18034000000,11905000000,21235000000,15.01
HES,2014/12/31,38407000000,16202000000,10737000000,20052000000,7.63
HES,2015/12/31,34195000000,14809000000,6636000000,16637000000,-10.78
HIG,2012/12/31,2.99E+11,2.76E+11,22086000000,10745000000,-0.18
HIG,2013/12/31,2.78E+11,2.59E+11,20673000000,10683000000,0.37
HIG,2014/12/31,2.45E+11,2.26E+11,18614000000,11191000000,1.81
HIG,2015/12/31,2.28E+11,2.11E+11,18377000000,12550000000,4.05
HOG,2012/12/31,9170773000,6613149000,5580506000,7306424000,2.75
HOG,2013/12/31,9405040000,6395554000,5899872000,7852729000,3.3
HOG,2014/12/31,9528097000,6618811000,6228508000,8459040000,3.9
HOG,2015/12/31,9991167000,8151513000,5995402000,8961985000,3.71
HOLX,2013/9/28,9000800000,7059300000,2492300000,-3616400000,-4.36
HOLX,2014/9/27,8414700000,6351700000,2530700000,-3600600000,0.06
HOLX,2015/9/26,7642500000,5563300000,2705000000,-3469000000,0.47
HOLX,2016/9/24,7317000000,5174300000,2832700000,-3138200000,1.18
HON,2013/12/31,45435000000,27968000000,39055000000,20383000000,4.99
HON,2014/12/31,45451000000,27794000000,40306000000,23115000000,5.4
HON,2015/12/31,49316000000,31033000000,38581000000,26147000000,6.11
HON,2016/12/31,54146000000,34777000000,39302000000,28710000000,
HP,2013/9/30,6264827000,1821100000,3387614000,4102663000,6.89
HP,2014/9/30,6720998000,1830021000,3715968000,4525797000,6.54
HP,2015/9/30,7147242000,2251396000,3161702000,4648346000,3.9
HP,2016/9/30,6832019000,2271094000,1624232000,4289807000,-0.54
HPE,2014/10/31,65071000000,28295000000,55123000000,0,
HPE,2015/10/31,79916000000,46381000000,52107000000,0,
HPE,2016/10/31,79679000000,48231000000,50123000000,2782000000,1.84
HPQ,2013/10/31,1.06E+11,78407000000,1.12E+11,25563000000,2.64
HPQ,2014/10/31,1.03E+11,76475000000,56651000000,29164000000,2.66
HPQ,2015/10/31,1.07E+11,79114000000,51463000000,32089000000,
HPQ,2016/10/31,29010000000,32899000000,48238000000,-3498000000,1.44
